ID HP MP STR INT CST
30209 92227 03185 05300 05126 71378
30210 26732 09348 99323 29344 34167
30211 23794 57950 24636 81561 38145
30212 03802 68853 46463 60855 25768
30213 78743 22197 91989 52842 34057
30214 77062 01338 49031 74644 79301
30215 34440 41567 95198 21750 79914
30216 98564 89027 82107 37604 81933
30217 22421 11687 62133 24917 68196
30218 52920 63255 22024 70731 87340
30219 08835 14870 26992 16285 48619
30220 59684 46901 55855 38699 79475
30221 02900 34048 15344 74622 17091
30222 86624 57549 22794 04540 74224
30223 53769 81583 36633 83856 30515
30224 92028 90686 26296 68051 37510
30225 91389 89526 19711 58453 61272
30226 47644 76204 57775 95273 61927
30227 14841 98585 30054 41857 19992
30228 76655 75119 28733 66182 06429
30229 76219 58188 60902 04160 32559
30230 00328 58979 32519 17803 20786
30231 71721 14288 63363 39655 72588
30232 39733 12329 57469 26082 86362
30233 13868 11951 90023 83686 10802
30234 71154 33152 90513 27584 03260
30235 60653 14259 63285 31211 31282
30236 60047 10057 49889 27030 53584
30237 84282 53164 76047 83509 71437
30238 30029 32358 42939 71940 37191
30239 04227 74247 19660 46031 62970
30240 24985 27556 61125 83098 75383
30241 21290 52078 58914 91866 25446
30242 42281 38300 84804 65626 87877
30243 94654 04654 46145 08993 13635
30244 29355 15058 85144 07287 46213
30245 63601 14918 41898 49516 85979
30246 13757 39039 48989 37874 53872
30247 44892 64918 82332 37246 91365
30248 08714 55644 69791 36183 54968
30249 21627 33553 23627 67031 29387
30250 66363 77028 69021 86217 79947
30251 81206 29041 51019 37298 94526
30252 49757 39828 77774 02978 41751
30253 05574 63955 61524 83473 37832
30254 74368 26907 25533 93908 13269
30255 17852 12921 13181 36968 44479
30256 76606 02241 07154 55436 28623
30257 47835 48329 29593 25733 07133
30258 59409 48605 74277 80023 90252
30259 32714 71255 00505 82562 99838
30260 74479 97916 13300 79500 03387
30261 25872 95344 59866 68051 85850
30262 87579 33821 56771 18742 27381
30263 45623 63785 80624 06194 95107
30264 27267 11283 42995 56832 83779
30265 03000 03258 90150 19090 05934
30266 83228 51977 15312 19687 16252
30267 71513 97893 69331 74044 21716
30268 66619 70156 40777 60360 96157
30269 92521 18992 65895 41515 06230
30270 48780 24841 79566 91948 15046
30271 41466 45118 66863 11451 29808
30272 24987 39439 71872 44370 87034
30273 51824 93422 92693 07581 23247
30274 48714 04434 19900 09181 82190
30275 82128 37408 00511 01458 33843
30276 09058 39492 94598 20246 72938
30277 41652 84943 89344 43865 31749
30278 13161 42412 68615 40372 36715
30279 72773 38799 00961 23923 78170
30280 33396 50518 04357 29229 85175
30281 27381 51717 59004 98750 05870
30282 43140 69203 19212 49918 33851
30283 75935 18184 55942 76083 29466
30284 69092 75488 41013 18244 25928
30285 28029 50031 97856 06468 80925
30286 63780 63811 66640 47518 25385
30287 83642 81142 10598 43076 18070
30288 07124 14063 80778 10925 99757
30289 83994 99222 49381 85674 76477
30290 07519 58934 81579 54432 10791
30291 95137 50304 22241 23022 83334
30292 84069 68895 69412 73506 27124
30293 56705 27443 70479 78458 70538
30294 46385 72061 02963 96286 43696
30295 26605 90531 03622 30834 76222
30296 44741 85676 88902 15046 24247
30297 40945 36110 91935 54076 04652
30298 43748 23253 68144 53541 27574
30299 51269 67466 77947 05526 80664
30300 50750 20571 16175 49164 03591
30301 05135 30792 70530 39973 55819
30302 03683 46564 86108 99190 95571
30303 19953 19831 27556 75230 79879
30304 34845 49133 52820 38841 85570
30305 89108 51286 35889 48028 61283
30306 95098 30706 82425 12100 93594
30307 85455 20781 65587 99082 26178
30308 81488 81008 38756 07744 21975
30309 39909 01548 62369 80619 36989
30310 54820 92264 07864 81534 49212
30311 88950 39017 35174 59540 71026
30312 13695 84291 67192 33265 00474
30313 64899 15299 40165 14499 87990
30314 48165 62064 50089 28003 48392
30315 71085 07200 47025 24982 24752
30316 55412 52362 68465 43069 64984
30317 71342 01782 47176 29191 44680
30318 63861 75714 72920 71678 97346
30319 20605 83684 10845 23727 92860
30320 53252 01929 00371 44646 09215
30321 64085 37632 58528 42227 06379
30322 71453 17128 30136 11127 18788
30323 42688 25687 94629 31750 80840
30324 77451 89212 75207 95506 05144
30325 50377 61181 75067 23455 08520
30326 21412 34528 00531 73117 56014
30327 77030 58019 61854 93520 79247
30328 47779 44888 93119 89408 30297
30329 13405 75503 96187 62636 45621
30330 30985 49266 91927 03283 50900
30331 88144 28511 80779 63858 83089
30332 89867 52601 01739 62671 29601
30333 02546 88480 23915 83525 85598
30334 10380 30759 70633 87875 08998
30335 07945 27259 57359 79720 58959
30336 32043 61057 93049 65059 99966
30337 82852 01093 67513 80577 36048
30338 11861 65938 32442 82488 76427
30339 88547 36507 43903 20616 42970
30340 88694 41258 81849 98606 93282
30341 41359 73636 75234 45298 05516
30342 78181 17176 25263 84475 90752
30343 83021 51817 11193 18738 12643
30344 16825 99386 17988 14439 17843
30345 87768 23704 92268 60418 31703
30346 09877 26325 03534 55015 12070
30347 37439 16647 62413 84839 95582
30348 58085 44811 05623 66012 77524
30349 11972 41668 22842 71075 37500
30350 94599 56479 15333 31556 69681
30351 65387 89575 80296 14829 79730
30352 37047 43817 49954 11855 38517
30353 15912 14428 51412 78013 79478
30354 88890 40924 08334 47570 45111
30355 88522 34562 82333 44185 64533
30356 59392 85231 06140 32512 87926
30357 16003 31977 07333 68852 20539
30358 26142 39464 53192 87656 36596
30359 63911 65715 02786 96238 07828
30360 81349 16356 94360 81395 58514
30361 94767 25775 01534 23917 33694
30362 37133 59868 35835 01312 52581
30363 51431 64348 62438 24156 56474
30364 21757 87669 47231 77417 73197
30365 74296 41529 21474 63696 90738
30366 42926 36436 06706 37502 13477
30367 72066 32549 31803 70592 07989
30368 83577 84392 91995 92907 53298
30369 55675 81365 86170 78365 59724
30370 85173 90010 57722 18341 38139
30371 44712 17705 95419 00079 50946
30372 06533 10768 62585 15173 84374
30373 36101 07833 03626 04675 46190
30374 58287 91250 86247 85660 15437
30375 63097 45419 28145 60023 15616
30376 28219 62217 05174 85001 12275
30377 60206 99355 47287 53309 65186
30378 25766 48375 29163 54380 76340
30379 61907 72733 16383 19263 08112
30380 09306 44803 92430 97885 13255
30381 53200 29292 93627 33792 94618
30382 40616 96008 78999 50578 71157
30383 42285 76151 93946 53566 72486
30384 41467 95198 57153 03859 97624
30385 03913 84263 35125 18306 57544
30386 94545 13487 55585 00125 19094
30387 95641 11483 15349 21622 66963
30388 46755 30735 23748 25833 00316
30389 01204 72494 16879 06573 40971
30390 00253 34061 83941 21244 05492
30391 51237 81390 94876 02337 72847
30392 45787 50979 59411 07382 09278
30393 11991 09586 81548 46751 98622
30394 90832 50462 02639 93125 62850
30395 41553 27903 89638 53251 82829
30396 17284 48133 96439 79850 48802
30397 16447 95571 29149 97987 06409
30398 26534 51839 65504 88404 34835
30399 47016 43318 99788 94143 63316
30400 94486 08853 01633 75938 31896
30401 56302 35893 52048 66421 12752
30402 14175 38590 41359 68048 05596
30403 40627 16467 56656 29048 67649
30404 00082 52440 20266 60468 18029
30405 63521 60940 94427 86468 06184
30406 10477 90939 20751 93737 43993
30407 88088 02058 70973 32198 79095
30408 13720 58740 77679 05288 12340
30409 39544 17738 32313 01281 37856
30410 74561 52509 06887 67013 29089
30411 17735 29592 88837 87217 33913
30412 43149 41263 00654 55847 71695
30413 37193 08577 58345 22206 00741
30414 04217 55078 41378 75566 14848
30415 80742 51479 33732 12475 84379
30416 38247 18722 58229 62206 21812
30417 86338 56920 52043 28100 92846
30418 18697 82219 85702 53992 76952
30419 33534 26586 43478 40971 94714
30420 93253 70495 55104 05351 01639
30421 48249 14719 41774 64388 01730
30422 15257 47578 76338 94294 98480
30423 04524 98792 76659 44316 88581
30424 60362 17639 56696 96271 30940
30425 18092 61117 31150 49265 57310
30426 03745 70961 67100 44941 22102
30427 83125 64394 08852 50164 96668
30428 14145 91391 35463 07328 99243
30429 79208 47595 10708 39732 93132
30430 51399 00656 07279 33682 82718
30431 91452 43854 99869 50009 88472
30432 14299 28399 62864 89483 79802
30433 13359 80758 84403 38096 74116
30434 60927 67541 26100 15646 36678
30435 77398 41653 81786 77734 70090
30436 92891 74989 61614 36544 05601
30437 76244 95404 80810 81404 45707
30438 44981 54406 25651 82244 44197
30439 09415 15700 07472 59682 27003
30440 92543 70375 59927 42649 85533
30441 28470 88744 68068 08541 90915
30442 98248 53380 32760 87938 53512
30443 66435 16381 01058 62790 12399
30444 38054 02739 99382 82100 47628
30445 55110 77733 36952 04604 80421
30446 49693 37560 71012 17983 69103
30447 79243 53363 77860 19027 95212
30448 29192 59060 72552 58985 56161
30449 12428 96096 90385 97510 17120
30450 26107 45461 24587 24605 32526
30451 32960 61879 53643 79826 21031
30452 23212 23479 18637 14594 39073
30453 19664 57895 89608 42280 27911
30454 98136 10528 01166 70388 07664
30455 64634 39761 04080 86762 29318
30456 73700 68207 87866 71406 67732
30457 71439 60219 89660 25577 12022
30458 91315 56440 66213 75424 68827
30459 63589 52027 16896 39097 27632
30460 19231 72068 81773 21850 17313
30461 00022 53623 18153 94306 27728
30462 83714 51850 43686 15127 20306
30463 81951 59363 53339 44577 80481
30464 45113 18478 26238 01924 13249
30465 12403 31226 14431 37647 09988
30466 40509 13199 04020 58907 87749
30467 20125 64333 94167 14313 56792
30468 78028 07326 32358 16910 13979
30469 05415 52897 40155 75289 23573
30470 17829 44907 21900 47936 41073
30471 98904 73091 24615 39728 95840
30472 40860 69386 59848 04546 61232
30473 20012 79842 30976 08983 98168
30474 61669 10141 38430 98522 58832
30475 35018 12262 43133 93407 21614
30476 87537 10616 94271 84627 16782
30477 30052 78008 93549 07081 28906
30478 56208 40367 36444 88293 43721
30479 99374 60470 68825 62918 77233
30480 28063 14764 36190 84022 62999
30481 18138 31257 15874 99365 66875
30482 20859 73679 29326 35465 74520
30483 73628 63801 23110 41213 27732
30484 22505 71927 52626 55708 62972
30485 30136 81114 78284 15897 52469
30486 23269 35175 24332 56727 09439
30487 02228 58766 01395 53963 37712
30488 26296 20133 73379 61629 11893
30489 26282 06801 21360 35117 95096
30490 08619 67088 50737 45944 38536
30491 42264 81927 51500 59393 49716
30492 01758 88531 88412 10961 13342
30493 98348 37907 38402 58121 86472
30494 88369 06194 00619 21756 05098
30495 20240 14238 35280 24247 85404
30496 24375 39094 23595 47693 02359
30497 89376 83814 34974 13312 22931
30498 17913 72939 62000 65192 10899
30499 33192 42883 16542 37715 07627
30500 11249 99093 57932 41511 04338
30501 03542 26193 41843 73099 32824
30502 48278 11781 35984 85268 24080
30503 92882 41494 93111 17489 73819
30504 87860 06959 94648 80156 45081
30505 25396 11835 46061 53004 49362
30506 12181 34908 05476 04808 48073
30507 31066 76087 85308 30584 55271
30508 22263 43299 40720 12059 01386
30509 63263 25340 91456 65908 47138
30510 29510 07397 86373 22192 44584
30511 50547 21273 24158 81067 54371
30512 13957 43918 75698 66318 84067
30513 33098 42678 28890 69753 71967
30514 95674 41459 33797 24514 73750
30515 30949 03205 84298 17175 88093
30516 63219 80337 91229 19155 73925
30517 39133 41776 64918 11786 19785
30518 26124 50311 48159 58620 18676
30519 64497 29949 36565 68060 02153
30520 62882 85913 23086 46960 72117
30521 01304 64028 72948 03421 06169
30522 90564 43908 27520 45179 76374
30523 30439 21839 75200 05989 54268
30524 00957 76186 17216 94746 43122
30525 50130 29027 73467 82511 91084
30526 75764 78781 56138 59825 33525
30527 91483 46434 19292 99872 73255
30528 27889 52237 38330 12080 46650
30529 79752 20753 76381 62969 48269
30530 71153 99632 41518 35368 48290
30531 80824 40727 41842 54175 71776
30532 87356 53010 98212 03450 30500
30533 31396 95585 30063 25273 59856
30534 14722 19429 93190 66459 70277
30535 62057 56957 56593 88362 74046
30536 41192 46504 96232 33092 48993
30537 25716 21477 82964 53533 11671
30538 05560 22748 22937 13483 41041
30539 25838 27978 79203 40518 54065
30540 39407 98103 60076 37424 56368
30541 13823 51841 19335 76151 55987
30542 36154 06854 29381 38966 87321
30543 57369 90757 51093 13678 80529
30544 44576 22713 20830 06193 77017
30545 63662 75972 85307 97004 71073
30546 04965 48199 97672 24778 92348
30547 26057 70348 49541 38311 31998
30548 74949 73775 21334 89924 72943
30549 76921 87596 80149 40011 27249
30550 63311 14056 24235 77813 07544
30551 26791 63562 13962 23764 16607
30552 09693 99889 65309 07224 99753
30553 98766 82846 90101 82468 26639
30554 63760 96083 51422 97348 69617
30555 12315 61007 80471 38280 14101
30556 19249 46215 73791 00153 78187
30557 39834 29978 49368 03918 09536
30558 84591 65470 67360 28871 10102
30559 55626 47956 10178 20783 30703
30560 21649 39344 83479 99702 59071
30561 79529 15145 39921 90427 48087
30562 58190 78022 78782 47712 32852
30563 75581 07962 69286 53315 88682
30564 72861 54689 97438 41695 29365
30565 91386 65530 07261 54391 36773
30566 72833 28323 21515 19407 28041
30567 40110 80374 61264 61185 32755
30568 88484 14903 34282 92233 07326
30569 63004 60660 98067 26569 36830
30570 71035 25406 23615 76945 29168
30571 22498 47411 41332 86030 85059
30572 97079 76932 24861 84969 28516
30573 75929 93189 66795 88552 97008
30574 93335 19305 20569 25073 82735
30575 38771 08255 06778 22949 89801
30576 84194 06704 86487 93062 86173
30577 15291 20061 72034 95907 31407
30578 74878 77698 30894 78498 11018
30579 21474 48811 10759 95300 51067
30580 75226 27748 88630 87600 52234
30581 02157 19549 37829 94264 54341
30582 44169 83215 82011 50626 29068
30583 79255 57809 80524 76120 28250
30584 85692 78961 49924 19854 84029
30585 77123 65257 09456 63668 41065
30586 30535 42128 31793 25635 97746
30587 84136 03953 46256 52844 53477
30588 96085 77339 72046 16180 18219
30589 79924 28583 44261 43489 98871
30590 97024 78499 72472 32583 70580
30591 67454 88118 01693 64163 19440
30592 83026 25614 35482 62374 67061
30593 17587 60188 43515 72202 74760
30594 44852 82214 92457 04957 29582
30595 06125 88038 49421 80504 11393
30596 59898 98904 90761 24031 87476
30597 55299 44864 82620 39038 81447
30598 04633 30486 39381 05147 10924
30599 42162 74852 01623 84984 73386
30600 49819 10524 66729 13059 53628
30601 96392 77975 92930 82839 62302
30602 80169 81423 78730 83287 27404
30603 40037 75255 70296 65485 62860
30604 68007 50717 45712 55294 71164
30605 41502 81682 08232 69499 02050
30606 29191 96000 09215 78526 94225
30607 17673 75891 40140 24095 97593
30608 60648 45910 78961 80978 56919
30609 74475 61617 27357 59796 05248
30610 71276 75842 71365 92973 88280
30611 66384 56119 87745 41733 17199
30612 43696 44023 70245 28999 09579
30613 07801 48669 25222 09133 68597
30614 53280 88527 47879 75539 54117
30615 08123 01443 08236 59148 52739
30616 32334 99204 41648 75319 38867
30617 71368 53727 75422 02070 35166
30618 38694 47923 16540 31839 42452
30619 70248 01093 36382 90509 78448
30620 65670 36456 17085 64691 58494
30621 94225 56166 55923 40500 93384
30622 16197 44470 57128 41344 98851
30623 22144 98752 10486 83119 04646
30624 35329 12240 23464 40214 33273
30625 83204 60557 20356 64577 54511
30626 50470 42804 85659 05848 46102
30627 06933 74249 44451 98466 64769
30628 36104 04353 55025 10158 22700
30629 75413 25620 41311 59739 74115
30630 46077 12701 34262 98972 01457
30631 12183 81654 32442 06975 27009
30632 82047 46913 50260 51079 04278
30633 84630 74610 44974 88070 76135
30634 95036 95241 15169 89076 22168
30635 60769 19838 96330 23578 81170
30636 63002 05375 75428 28345 77908
30637 37731 36871 42628 11439 07652
30638 31178 29531 05360 98925 65851
30639 49985 91624 16732 38713 75714
30640 85361 78024 75744 79062 42826
30641 88909 73749 43583 22526 35664
30642 89775 36221 28737 01372 47875
30643 28846 02196 55057 81770 27186
30644 17603 81043 06008 38116 89585
30645 39568 74701 60984 62143 18178
30646 95464 93525 44070 79636 57431
30647 30017 50916 85736 16537 73449
30648 81244 45919 72932 83560 68972
30649 17089 77152 07508 18181 74639
30650 85722 92087 55642 40792 79171
30651 70401 65308 35698 53406 10082
30652 86086 43823 46812 83199 07229
30653 95868 99236 05875 42439 12946
30654 27832 22239 49697 43128 69612
30655 63452 49799 69924 73512 73626
30656 60242 01558 71468 81129 49706
30657 19788 39251 05824 66106 93043
30658 86891 16969 35316 28551 10784
30659 51741 38583 82873 91805 74574
30660 25132 51052 71185 13821 59789
30661 39231 75835 92752 79827 42909
30662 29594 12395 25804 56695 21523
30663 58691 12773 66306 23044 43283
30664 49371 47144 29077 64404 86912
30665 76589 98759 90723 35984 10747
30666 24209 77422 58507 18686 06643
30667 21813 94992 53310 66303 78320
30668 02457 62153 14987 82606 04022
30669 73674 59345 71007 57377 62217
30670 65877 47352 72532 72977 28502
30671 89931 11055 22886 44534 49493
30672 37502 43564 53475 58593 89105
30673 90673 90738 75907 91613 30706
30674 48268 78597 89124 17708 69579
30675 83114 76528 96000 62824 05224
30676 49229 43316 73231 23864 83660
30677 38990 01382 22338 56343 99744
30678 06276 08106 52086 28964 06189
30679 31731 76530 10387 45249 55441
30680 85900 89174 28311 68356 10439
30681 10930 12212 67118 17217 37297
30682 33743 31064 16230 28965 27347
30683 59141 59691 74916 24456 17958
30684 81783 94196 56982 73816 38453
30685 89844 43270 04041 21808 98461
30686 94873 45499 20849 50955 78582
30687 02024 87095 92075 06981 95698
30688 31053 98894 52656 30326 09441
30689 79101 10055 37062 57383 92705
30690 91040 36483 61873 36560 82555
30691 65947 51527 04490 07032 84197
30692 06515 86822 90101 76498 82065
30693 35757 38138 06586 05495 10241
30694 20608 74818 84219 02145 33515
30695 06681 71607 72291 01666 08698
30696 88558 05551 89353 33107 30993
30697 77804 19466 66901 00678 90582
30698 00228 24670 98605 12320 94180
30699 98886 87598 03517 40719 11987
30700 60757 15942 04928 17767 69454
30701 77560 78094 63192 01688 89071
30702 07320 40273 12874 52009 16848
30703 61579 10913 77962 57827 38097
30704 53832 63720 67145 23759 70352
30705 39077 95306 12409 37037 78079
30706 32498 11272 25040 63340 46515
30707 82865 69373 72216 94992 74533
30708 61304 79623 88003 94927 72412
30709 72441 35200 21654 37971 02144
30710 93486 96608 14487 80697 02805
30711 89528 87302 27148 04229 67654
30712 08372 30465 90365 51638 84356
30713 63148 27359 72575 62909 73155
30714 83691 56004 92740 25570 79489
30715 68331 59744 25223 48774 68051
30716 23578 68456 80946 05631 64659
30717 99050 93324 72747 33222 91987
30718 90611 59811 52925 23075 30821
30719 46762 57720 20255 74534 49244
30720 76112 36016 75239 89789 50127
30721 90778 04824 40131 01716 27230
30722 44082 07944 59155 63435 62438
30723 60193 61715 15790 94700 33453
30724 00944 19553 22177 78007 25431
30725 96339 42411 22334 89957 93124
30726 77620 56614 03961 42699 87628
30727 23178 02072 31218 34270 29848
30728 49100 34699 41977 86179 69126
30729 82017 58559 30270 41501 87061
30730 70787 84157 35035 02825 16307
30731 14092 71477 68631 36560 39335
30732 13640 56871 13772 86750 84127
30733 50782 57276 88457 44657 19175
30734 64937 08213 00020 37977 37790
30735 21740 57603 07196 98614 40496
30736 23653 57652 79259 96753 56592
30737 60038 45627 93079 88825 26667
30738 81924 63190 13370 52966 06684
30739 50945 20661 93200 35248 10010
30740 23567 85051 24246 68521 02388
30741 41518 93252 64973 29448 35760
30742 33605 53379 60468 54593 68520
30743 73566 17207 55901 40681 18085
30744 82555 23335 06163 86910 64934
30745 21806 02406 73546 79044 29110
30746 73960 99743 07481 51886 53996
30747 19438 35926 13518 99889 86827
30748 90134 23453 59072 13903 11968
30749 80000 92753 95175 94570 30521
30750 28582 03596 23750 30794 03427
30751 84007 86223 83280 27628 93240
30752 81481 06578 77781 33974 20973
30753 25073 94141 43795 12379 02128
30754 54460 96064 74321 10453 56715
30755 65152 73601 65337 32182 42844
30756 58637 02830 08929 87620 00782
30757 76406 17177 97774 67424 90950
30758 29138 70509 55864 31280 53215
30759 17415 54415 00553 85597 00309
30760 08993 49279 86990 90341 89056
30761 14681 22221 05802 03132 86641
30762 38604 06180 81027 85815 95559
30763 74751 43737 35548 29269 45455
30764 35134 53725 77083 54565 54826
30765 05013 08266 00547 43625 08951
30766 04759 16232 47273 86633 06980
30767 68428 72845 71270 92642 36066
30768 55503 06237 03341 99652 76745
30769 68482 51957 04241 60950 04633
30770 24338 95995 04795 38670 18719
30771 15199 16262 71932 98066 64056
30772 26956 51523 65093 58455 34705
30773 91755 44095 97096 61812 61585
30774 70773 90497 71623 72855 61576
30775 68046 58747 33874 29383 61213
30776 14068 61593 98458 42630 94137
30777 38314 69964 49659 13855 56426
30778 15632 45502 48717 51488 87183
30779 80573 80196 52581 01528 92620
30780 38991 13824 62553 91919 78636
30781 44640 12524 80964 33803 73628
30782 81623 16201 10937 97100 75871
30783 50622 63243 79501 70311 02446
30784 99980 29826 61979 93965 50136
30785 62553 21744 11193 56187 82929
30786 44048 81794 35884 32744 52025
30787 59830 07693 14836 26958 52959
30788 42028 26269 09727 09814 01742
30789 56853 56938 33814 77495 68134
30790 42903 40145 06467 36485 99196
30791 45461 28366 18563 40162 13923
30792 48118 10832 35706 89765 02265
30793 46158 69721 58844 78698 25865
30794 75490 18688 27009 57987 70773
30795 00683 63722 96934 62623 36785
30796 89894 14087 18916 21293 49583
30797 31066 32946 87465 60746 54793
30798 19158 92744 35015 48605 37960
30799 58554 51212 74424 86088 37576
30800 36194 16079 35869 64463 62783
30801 56844 11195 67887 94556 06305
30802 13347 05372 40031 79521 46796
30803 46066 51507 14973 09643 13978
30804 20916 45319 56569 15763 96229
30805 82782 01235 68591 16908 51821
30806 94146 27150 01766 60973 82582
30807 39413 70730 55236 68816 21024
30808 90125 50076 96042 94346 39697
30809 37461 19010 34650 86768 79696
30810 66509 31681 20664 77431 23521
30811 38574 50153 29740 34941 77746
30812 80733 71490 17981 88306 86173
30813 80093 27820 59870 88302 93569
30814 26145 35606 41656 07872 13872
30815 03040 34910 36801 77912 69117
30816 81315 93193 59156 60119 76308
30817 15778 97729 28301 32836 97781
30818 68468 29262 97771 36756 18812
30819 88917 11864 90233 70532 46555
30820 22915 78581 60855 75379 53144
30821 48905 75389 66197 97150 35147
30822 42265 68728 36354 35879 05744
30823 75030 85547 33835 82371 17620
30824 91213 95165 46057 88607 73858
30825 19859 77627 36124 82050 33835
30826 48871 97130 87298 67951 19376
30827 99696 96088 75364 20892 11954
30828 60264 89595 84420 91528 67561
30829 81089 78798 38313 68407 13141
30830 52170 98925 54487 05449 88099
30831 95196 05731 22720 44039 23031
30832 65590 33473 32216 69706 31276
30833 86473 11294 50915 10486 66427
30834 76870 49983 76207 83848 45429
30835 36394 72694 96526 73892 20412
30836 86240 47787 73812 46034 68072
30837 05246 33054 31759 71277 87906
30838 66503 16653 47137 25921 54182
30839 25685 25657 60885 99706 98192
30840 07466 42847 70211 11971 34387
30841 97120 45688 41502 48680 97227
30842 80505 51159 68949 72439 13690
30843 69628 59305 58527 39513 24860
30844 35161 75133 94527 51007 09009
30845 01971 68239 58409 61109 07873
30846 83021 53495 19702 89218 83180
30847 77605 77087 18275 15998 34385
30848 37181 96531 46182 91612 16840
30849 69224 21143 95628 15502 53768
30850 21147 98868 33412 98010 79962
30851 32983 29014 38474 21548 62583
30852 29314 11139 17123 44287 01111
30853 88550 93960 73356 79001 11941
30854 68354 63825 37223 24017 79496
30855 35835 20382 76325 21281 72043
30856 76940 87166 22395 63265 33733
30857 64566 90937 68180 59346 23808
30858 70501 93320 11691 44601 71615
30859 95219 79968 18560 31770 21361
30860 68080 75605 79725 62843 21354
30861 24586 58730 18169 70816 14467
30862 24730 61669 44810 59273 38106
30863 59393 53571 45785 51247 17891
30864 91571 84102 73431 92506 60207
30865 16782 05247 68589 37195 77905
30866 03017 98487 73279 47813 91891
30867 59179 31745 55824 16517 18726
30868 34502 28414 46833 81982 96922
30869 68681 46484 19304 34807 59238
30870 28830 90702 63597 85127 89873
30871 09980 31732 42951 95582 77069
30872 49877 36590 14989 21733 39994
30873 75925 69408 22897 97387 69769
30874 15474 76735 96072 98103 32496
30875 46990 68900 82515 02120 51334
30876 40293 51523 55191 75271 24113
30877 08215 94613 97726 72253 65882
30878 02548 67686 17069 21449 14193
30879 32180 16352 54500 67566 98763
30880 41512 52047 37354 34217 80483
30881 64791 59453 71392 37080 06874
30882 07538 08464 58742 37569 92047
30883 26389 36896 81081 99810 75019
30884 24305 93109 76621 45501 54658
30885 61998 22902 82185 48596 57706
30886 91638 88308 65043 75097 23568
30887 77502 89688 01193 11125 53682
30888 99268 09025 72597 69529 76006
30889 94846 20096 23541 99720 30612
30890 01547 37765 33883 62434 05754
30891 90483 02281 80746 57721 40665
30892 42115 83386 55076 70655 84492
30893 96136 52765 65274 49294 48712
30894 14003 06534 36098 47993 12855
30895 25736 19516 56688 55588 13638
30896 82470 65904 71023 45327 38416
30897 98571 65910 76332 65138 80070
30898 51602 92037 35024 46173 11603
30899 03553 32357 39012 71703 64200
30900 52940 73035 94593 24002 09562
30901 97653 47394 84076 25574 33899
30902 60615 47612 18832 97419 05421
30903 35915 35737 43377 26297 96272
30904 53760 45388 95195 33093 49815
30905 98460 23890 97325 14598 88896
30906 82014 87288 96855 53302 50107
30907 57370 95570 13820 75457 28668
30908 95318 26349 65846 28938 54691
30909 73749 76493 74891 82873 51212
30910 24453 46060 78343 58787 06904
30911 35256 37765 36619 83524 71303
30912 64560 74058 48643 63348 52859
30913 57012 82019 18437 81221 38924
30914 85894 40755 59032 15804 78826
30915 74113 54339 05707 61823 25974
30916 17515 91085 65259 05706 22318
30917 70727 33912 04459 19138 88881
30918 53641 92551 42738 87958 43053
30919 25166 11985 29869 30661 39558
30920 20166 03797 09379 77373 73266
30921 61621 21431 40168 34920 71368
30922 86181 54668 65996 78377 41232
30923 13058 31118 65460 08421 56124
30924 60532 32109 94597 74971 21025
30925 99596 92454 08118 24627 92312
30926 16819 47779 39026 33804 54746
30927 65695 12613 72562 30739 32010
30928 05696 56030 35545 36095 52965
30929 32120 43118 56021 75561 34366
30930 05043 32490 05371 84942 08134
30931 53623 30595 28270 79885 41168
30932 92929 66466 46422 71150 94576
30933 15358 95966 97398 79575 43535
30934 67977 91860 36847 52148 64300
30935 78366 83984 28439 34342 44564
30936 18688 32956 48917 25960 92019
30937 03314 47804 41777 46364 31300
30938 86686 39897 07896 34366 93818
30939 84485 66334 74128 14919 88443
30940 88182 72752 53102 11388 45290
30941 77181 29976 83384 30501 84675
30942 78424 87714 89509 97254 65919
30943 48560 66784 79327 16038 61154
30944 79114 93289 43043 07579 04716
30945 94199 19754 08687 63934 74717
30946 59055 57807 90892 01336 05338
30947 72090 92812 52944 68044 10110
30948 87601 85909 85590 59390 52920
30949 77096 01780 47126 70424 51696
30950 16580 85510 57939 21613 32786
30951 96523 43578 20902 12361 81349
30952 00329 70426 93388 10011 77369
30953 55519 28676 49382 50891 65470
30954 23926 88438 72115 36288 48264
30955 01332 58057 18716 12834 91636
30956 09697 80416 66539 52678 15680
30957 99122 67023 43653 42716 26007
30958 18012 85966 99928 39607 16162
30959 94321 77462 20471 14871 32815
30960 86921 52095 08102 30044 23082
30961 09880 16040 32550 94460 82454
30962 29632 30077 19589 67723 68315
30963 01573 51658 85035 14747 48014
30964 44976 65748 98390 73820 38324
30965 95896 01624 00875 23004 29273
30966 05734 84852 43451 16565 21877
30967 82257 78403 30033 87009 71421
30968 02824 42073 05010 43148 52801
30969 74357 94082 16658 15262 51671
30970 60012 81176 12617 37872 51533
30971 00429 00276 98829 01173 67532
30972 88086 31846 42860 09950 75878
30973 73377 67218 52560 24400 49219
30974 93392 88591 00709 84073 10643
30975 57188 38164 69282 14313 99407
30976 92449 67912 65453 54025 22929
30977 72773 35211 94942 24392 50411
30978 74136 57014 32202 07589 15411
30979 61406 67584 97071 13324 94793
30980 83323 26907 58006 00350 45527
30981 51043 56927 59684 91018 39103
30982 95370 35550 97233 35254 47811
30983 56538 73365 83124 06429 72728
30984 80465 06882 84454 32124 07606
30985 03960 22283 61894 46460 06501
